chromosome	position
1	27804092
1	27980406
1	28417212
1	28421930
1	28529484
1	28614487
1	28615160
1	28632923
1	28633411
1	28636325
1	28641301
1	28642804
1	28766398
1	28796497
1	28796566
1	28801906
1	28927650
1	28964147
1	29355317
1	29355902
1	29400930
1	29403977
1	29404442
1	29550398
1	29551638
1	29681768
1	29694518
1	29742467
1	29742488
1	29784435
1	29784748
1	30216622
1	30279417
1	30571714
1	30612195
1	30629630
1	30695765
1	30689129
1	30684307
1	30682588
1	30805134
1	30806294
1	30762295
1	30744186
1	30889881
1	30890157
1	31071829
1	31065740
1	31064736
1	31060951
1	31060548
1	31060322
1	31206651
1	31243038
1	31380212
1	31485764
1	31582444
1	31662682
1	31865649
1	31861674
1	31850441
1	31976053
1	31976599
1	32157097
1	32199839
1	32205527
1	32227267
1	32233495
1	32308600
1	32753620
1	32758011
1	32837626
1	32871182
1	32984674
1	32998652
1	33216955
1	33416348
1	33422254
1	33459445
1	33526063
1	33630372
1	33672182
1	33672279
1	33799525
1	33824383
1	33831008
1	33831846
1	33956553
1	33968557
1	34203421
1	34255898
1	34397744
1	34659667
1	34663575
1	34810799
1	34810848
1	34811000
1	34814398
1	34896374
1	34936603
1	34940100
1	34994417
1	35737166
1	35759340
1	35760173
1	35832791
1	35925992
1	35926752
1	35946604
1	35972402
1	36155708
1	36216181
1	36220419
1	36514567
1	36512399
1	36509048
1	36500310
1	36500030
1	36565381
1	36570105
1	36800951
1	36830744
1	36917825
1	36918859
1	37124897
1	37154037
1	37200333
1	37211144
1	37213331
1	37312319
1	37314987
1	37315231
1	37412514
1	37385991
1	37715416
1	37715525
1	37718012
1	37850063
1	37841892
1	37841402
1	37776401
1	38004465
1	38010873
1	38123933
1	38129178
1	38131735
1	38132193
1	38187071
1	38203410
1	38446399
1	38549477
1	38550020
1	38550041
1	38617574
1	38633093
1	38733586
1	38734657
1	38739125
1	38741736
1	38786599
1	38794151
1	38847019
1	38849559
1	39036646
1	39054856
1	39065286
1	39113698
1	39116930
1	39139698
1	39139774
1	39142562
1	39255586
1	39731530
1	39742242
1	39742946
1	39756606
1	39855595
1	39855722
1	39891321
1	39901939
1	39904002
1	40354645
1	40356668
1	40422488
1	40511539
1	40511560
1	40724575
1	40728786
1	40809674
1	41218501
1	41378023
1	41432365
1	41436592
1	41851218
1	41852202
1	41957436
1	41964321
1	42013458
1	42013641
1	42014294
1	42015610
1	42016450
1	42018755
1	42019536
1	42122237
1	42473006
1	42776829
1	42845401
1	42923409
1	42925982
1	43057057
1	43125988
1	43229589
1	43355278
1	43681143
1	43681315
1	43686560
1	43969797
1	43970480
1	43982187
1	43982393
1	44029521
1	44029687
1	44031057
1	44162995
1	44230024
1	44371668
1	44373499
1	44540507
1	44540664
1	44956540
1	44960515
1	45101401
1	45115245
1	45511429
1	45513968
1	45633273
1	45741170
1	45777625
1	45919898
1	45949319
1	46074619
1	46072717
1	46126043
1	46122729
1	46418835
1	46415354
1	46412712
1	46407120
1	46544348
1	46628357
1	46678570
1	46684873
1	47457490
1	47468982
1	47469477
1	47476084
1	47505728
1	47506873
1	47507353
1	47508424
1	47509161
1	47595471
1	47601119
1	47702504
1	47772806
1	47829728
1	47826025
1	47907182
1	47900355
1	47989070
1	48290398
1	48420395
1	48531689
1	48547575
1	48659763
1	48684547
1	48688790
1	48689448
1	49193314
1	49392023
1	49392388
1	49393138
1	49415744
1	49555945
1	49649043
1	49724187
1	49725965
1	49737084
1	49740980
1	49773082
1	49774011
1	49780141
1	49782636
1	49787182
1	49814755
1	49945398
1	49977977
1	50103544
1	50438197
1	50438605
1	50439533
1	50631022
1	50631115
1	50631698
1	50646115
1	50668188
1	50676605
1	50708545
1	50713316
1	51010189
1	51045194
1	51169916
1	51171036
1	51323962
1	51325162
1	51399477
1	51399655
1	51400887
1	51460950
1	51461614
1	51752746
1	51895687
1	52079878
1	52081304
1	52086674
1	52090407
1	52098757
1	52162229
1	52253911
1	52256596
1	52256755
1	52346396
1	52460615
1	52398965
1	52394588
1	52540042
1	52625906
1	52768054
1	52924517
1	53154387
1	53158367
1	53414468
1	53422803
1	53621515
1	53623147
1	53630937
1	53663576
1	53666269
1	53666690
1	53683304
1	53828849
1	53850163
1	54129896
1	54186778
1	54187109
1	54189169
1	54279909
1	54279058
1	54277268
1	54350455
1	54350495
1	54469357
1	54599588
1	54603955
1	54728591
1	54730718
1	54735997
1	55146665
1	55150962
1	55381979
1	55382221
1	55382259
1	55386821
1	55389827
1	55454453
1	55497474
1	55499148
1	55575435
1	55759948
1	55762551
1	56074841
1	56074913
1	56076667
1	56077324
1	56160525
1	56162018
1	56224114
1	56224216
1	56224437
1	56225417
1	56225853
1	56308452
1	56444557
1	56564061
1	56676590
1	56746837
1	56895750
1	56982204
1	57246788
1	57349551
1	57299800
1	57481064
1	57467466
1	57458916
1	57553933
1	57840644
1	57860369
1	57892223
1	58053788
1	58210120
1	58295663
1	58363823
1	58367331
1	58368369
1	58448040
1	58459159
1	58474535
1	58503389
1	58503830
1	58564381
1	58720638
1	58719715
1	58719668
1	58717588
1	58712621
1	58712579
1	58711174
1	58739851
1	59051328
1	59070700
1	59181100
1	59462702
1	59467269
1	59508556
1	59959333
1	60261506
1	60261527
1	60395767
1	60701303
1	60701388
1	60830639
1	60831742
1	60832418
1	60867413
1	60869248
1	61013646
1	61020714
1	61024272
1	61033634
1	61033902
1	61294339
1	61452080
1	61619434
1	61621648
1	61630192
1	61667318
1	61694705
1	61941155
1	61944164
1	62059604
1	62226090
1	62242735
1	62241061
1	62333065
1	62429786
1	62489560
1	63035937
1	63040006
1	63041923
1	63043678
1	63098279
1	63102446
1	63102911
1	63206197
1	63209080
1	63209669
1	63210205
1	63354603
1	63354670
1	63537977
1	63540590
1	63558834
1	63894760
1	64016930
1	64396512
1	64392200
1	64389795
1	64389681
1	64492522
1	64540636
1	64598077
1	64790201
1	64831408
1	64940795
1	64965893
1	64972459
1	64972617
1	65036764
1	65037866
1	65064663
1	65086477
1	65086634
1	65086662
1	65087620
1	65087664
1	65089500
1	65094496
1	65094545
1	65120259
1	65220963
1	65221242
1	65346895
1	65347547
1	65481668
1	65419214
1	65419414
1	65433178
1	65619901
1	65657675
1	65657820
1	65661316
1	65662998
1	65737140
1	65745527
1	67646656
1	67647198
1	67769964
1	67770042
1	67849278
1	68106189
1	68134539
1	68241700
1	68558697
1	68558721
1	68563589
1	68735286
1	68753833
1	68881431
1	68882054
1	68882767
1	68936000
1	68929852
1	69005914
1	69022401
1	69253911
1	69289096
1	69289155
1	69289243
1	69289769
1	69289793
1	69400063
1	66955400
1	66956310
1	66956417
1	66973584
1	66974076
1	67180173
1	67246918
1	67250552
1	67414569
1	67437109
1	67526192
1	67526117
1	67524690
1	69543870
1	69699798
1	69752187
1	69838355
1	70041792
1	70424991
1	70518275
1	70581212
1	70724975
1	70725221
1	70726231
1	70750917
1	70957317
1	71025618
1	71026312
1	71051198
1	71063691
1	71145092
1	71205998
1	71208658
1	71603750
1	71606326
1	71606576
1	71606695
1	71606811
1	71606983
1	71607659
1	72000104
1	72000147
1	72022498
1	72012732
1	72010746
1	72007657
1	72093955
1	72094577
1	72232958
1	72234302
1	72235571
1	72224033
1	72351869
1	72353051
1	72618185
1	72820226
1	73102340
1	73203186
1	73232900
1	73232929
1	73232966
1	73337098
1	73340169
1	73349070
1	73382592
1	73382464
1	73380804
1	73380342
1	73379248
1	73379227
1	73736703
1	73970623
1	73968220
1	74046557
1	74090156
1	74215246
1	74230036
1	74263935
1	74416916
1	74411003
1	74410363
1	74409501
1	74481202
1	74489203
1	74605720
1	74631037
1	74631561
1	74704773
1	74711007
1	74771736
1	75069082
1	75156416
1	75156367
1	75148776
1	75390316
1	75397820
1	75630733
1	75629534
1	75629445
1	75627286
1	75759490
1	75898206
1	75898423
1	75898561
1	75898584
1	75959467
1	76015710
1	76312566
1	76314212
1	76619148
1	76849014
1	76871645
1	76881810
1	76891845
1	77031831
1	77146116
1	77250254
1	77259517
1	77488845
1	77488489
1	77485753
1	77532844
1	77564107
1	77569226
1	77571945
1	77578103
1	77854094
1	77967615
1	77969036
1	78027428
1	78216208
1	78290748
1	78353017
1	78365801
1	78654218
1	78702655
1	78702792
1	78988545
1	79236710
1	79239634
1	79261683
1	79442791
1	79446996
1	79707503
1	79715085
1	79734766
1	79997117
1	79998259
1	80055115
1	80062995
1	80320528
1	80432017
1	80551662
1	80680115
1	80698037
1	80698058
1	80864253
1	80918241
1	80951785
1	81441044
1	81516533
1	81549504
1	81974761
1	82020500
1	82023292
1	82154568
1	82510318
1	82577010
1	82577340
1	82580352
1	82702375
1	82796954
1	82943226
1	82945308
1	82945835
1	83178945
1	83324101
1	83525235
1	83568423
1	83643478
1	83643770
1	83644726
1	83872711
1	83878781
1	83879459
1	84294294
1	84347455
1	84434420
1	84435518
1	84437342
1	84537693
1	84540120
1	84542588
1	84567674
1	84633522
1	84684626
1	84738135
1	84743954
1	84745152
1	84763679
1	84924114
1	85031531
1	85716952
1	85774507
1	85835088
1	85831944
1	85990034
1	85994402
1	86498140
1	86589931
1	86590155
1	86606867
1	86608239
1	86609062
1	86730202
1	86844203
1	86945134
1	87158842
1	87162735
1	87298680
1	87301345
1	87301408
1	87600028
1	87601535
1	87602120
1	87602191
1	87762856
1	87769998
1	92218585
1	92246832
1	92246540
1	92241956
1	92345008
1	92512827
1	92756783
1	92786398
1	92818673
1	92810118
1	92793716
1	92870429
1	92871751
1	92907904
1	93071242
1	93071264
1	93077115
1	93269172
1	93331343
1	93331390
1	93331490
1	93521773
1	93971087
1	93969836
1	93918691
1	93911514
1	93909588
1	93908636
1	93908531
1	93908233
1	94013582
1	94301699
1	94301793
1	94361633
1	94366508
1	94367481
1	94369999
1	94370147
1	94485751
1	94485701
1	94469030
1	94818898
1	94821525
1	94822341
1	94881140
1	94893908
1	95093337
1	95105814
1	95111154
1	95489366
1	95489395
1	95440325
1	87916167
1	87981466
1	87983072
1	87992252
1	87993333
1	88011923
1	88014586
1	88014649
1	88132986
1	88322621
1	88323086
1	88349891
1	88482271
1	88515239
1	88521819
1	88711777
1	88965520
1	88997291
1	89001064
1	89260329
1	89287344
1	89303950
1	89401190
1	89384521
1	89384498
1	89440907
1	89771326
1	89961892
1	90074395
1	90074307
1	90073830
1	90000016
1	90107428
1	90107306
1	90107104
1	90207067
1	90222759
1	90223437
1	90226206
1	90226889
1	90227028
1	90470475
1	90481757
1	90744887
1	90791906
1	90821239
1	90953135
1	91188438
1	91189455
1	91191837
1	91248976
1	91460371
1	91461737
1	91483978
1	91504795
1	91504570
1	91503784
1	91503591
1	91645117
1	91646185
1	91765543
1	91808310
1	91871289
1	91871989
1	92021046
1	92022192
1	96070039
1	96081157
1	96112420
1	96123170
1	96241127
1	96610177
1	96611366
1	96612118
1	96623011
1	96682860
1	96682959
1	96683221
1	96689173
1	96689886
1	96811016
1	96834627
1	96836114
1	96838548
1	97042500
1	97673308
1	97677276
1	97679432
1	97881265
1	97881742
1	97885478
1	98069847
1	98070373
1	98070941
1	98094600
1	98094934
1	98097697
1	98164935
1	98286694
1	98320184
1	98340487
1	98350075
1	98351214
1	98353328
1	98354440
1	98452810
1	98543369
1	98723990
1	98754806
1	98760443
1	98760728
1	98761833
1	98798280
1	99131115
1	99165270
1	99165872
1	99171310
1	99172253
1	99174620
1	99287689
1	99537619
1	99664165
1	99697433
1	99698161
1	99705733
1	99713085
1	99846807
1	99974944
1	99975432
1	99991624
1	99992876
1	99992943
1	100190013
1	100246764
1	100337016
1	100347338
1	100348225
1	100587145
1	100823704
1	100823729
1	100824360
1	100825386
1	100904886
1	100906499
1	100907949
1	100908425
1	100908476
1	100991594
1	101016540
1	101059561
1	101257122
1	101270646
1	101307886
1	101553875
1	101558094
1	101586103
1	101708188
1	101776427
1	101776581
1	101777987
1	101778350
1	101780967
1	101780992
1	102090147
1	102245278
1	102248081
1	102585640
1	102586210
1	102587287
1	102866551
1	102894143
1	102940514
1	102950723
1	102984967
1	103100501
1	103314518
1	103315595
1	103614982
1	103621140
1	104226274
1	104522447
1	104522780
1	104608004
1	104608342
1	104608401
1	104608597
1	104608935
1	104609850
1	104610394
1	104610489
1	104610555
1	104610891
1	104811409
1	104812090
1	105024170
1	105024673
1	105153942
1	105326977
1	105322704
1	105463896
1	105467250
1	105679855
1	105767247
1	105766020
1	105765962
1	105765849
1	105765732
1	105765461
1	105764489
1	105761982
1	105816278
1	105818604
1	105951383
1	105951445
1	105952018
1	105952848
1	106061445
1	106061611
1	106062598
1	106130497
1	106407480
1	106495211
1	106497306
1	106497357
1	106498611
1	106904178
1	106896614
1	106844273
1	106843801
1	106935914
1	107183068
1	107188250
1	107289352
1	107301372
1	107303615
1	107309410
1	107310565
1	107400885
1	107434421
1	107446345
1	107448159
1	107455747
1	107613214
1	107791189
1	107791685
1	107851365
1	107878554
1	108013793
1	108621763
1	108622746
1	108622777
1	108623669
1	108805902
1	108806519
1	109387185
1	109387241
1	109387481
1	109389543
1	109394965
1	109395908
1	109430409
1	109636752
1	109636372
1	109635081
1	109810529
1	109842266
1	109887482
1	109897893
1	110079737
1	110079962
1	110251408
1	110251446
1	110491338
1	110492091
1	110784714
1	110913755
1	110914351
1	110914630
1	110948901
1	110974533
1	110975018
1	110976011
1	111223796
1	111271831
1	111274590
1	111278345
1	111278477
1	111281121
1	111447799
1	111517064
1	111653769
1	111726979
1	111756222
1	111979775
1	111983931
1	111985051
1	112334309
1	112334468
1	112337064
1	112407655
1	112408975
1	112591885
1	112617305
1	112727165
1	112728566
1	112730032
1	112807157
1	112850128
1	113004922
1	113058370
1	113157519
1	113342140
1	113528587
1	113529580
1	113529976
1	113677178
1	113689280
1	113747969
1	113750078
1	113755355
1	113972484
1	114078760
1	114174933
1	114222614
1	114717650
1	114804714
1	114804544
1	114804514
1	115012268
1	115219801
1	115337577
1	115337802
1	115341596
1	116015358
1	116016697
1	116022335
1	116047759
1	116074201
1	116076895
1	116078921
1	116086290
1	116229440
1	116273376
1	116278634
1	116311940
1	116332711
1	116455713
1	116459256
1	116459413
1	116493680
1	116767513
1	116767611
1	116768332
1	117110268
1	117114235
1	117114344
1	117114534
1	117127757
1	117128511
1	117171040
1	117714326
1	117715157
1	117862824
1	117867011
1	117891900
1	117985765
1	118060536
1	118163597
1	118466218
1	118454205
1	118881968
1	119003899
1	119014105
1	119015457
1	119144700
1	119160652
1	119213479
1	119334206
1	119376505
1	119652164
1	119698083
1	120193291
1	120247314
1	120364722
1	120364860
1	120365942
1	120365985
1	120366747
1	120848790
1	120848932
1	120849203
1	120849493
1	120864981
1	120904094
1	120903504
1	121050378
1	121468506
1	121469572
1	121488715
1	121493904
1	121495993
1	121497373
1	121509133
1	121501476
1	121520552
1	121528735
1	121655879
1	121972604
1	122037652
1	122096461
1	122162464
1	122399569
1	122399837
1	122404957
1	122417916
1	122473688
1	122638274
1	122797619
1	122823882
1	123318407
1	123341447
1	123481992
1	123484336
1	123738749
1	123744831
1	123753774
1	123753954
1	123755373
1	123759713
1	124128587
1	124138960
1	124442128
1	124443921
1	124466474
1	124470353
1	124604966
1	124627460
1	124660545
1	124664289
1	124669140
1	124675301
1	124679545
1	124691643
1	124691722
1	124807456
1	125309004
1	125470334
1	125714706
1	125731966
1	125834776
1	126655071
1	126655274
1	126655399
1	126656031
1	126656135
1	126659222
1	126659472
1	126659590
1	126924195
1	127037896
1	127346334
1	127930759
1	127952193
1	127974842
1	128272507
1	128335959
1	129016516
